[1_1] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Nouns) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_2] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Nouns) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_3] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Verbs) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_4] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Verbs) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_5] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Adjectives) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_6] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Adjectives) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_7] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Adverbs) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_8] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Adverbs) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_9] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Prepositions) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_10] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Prepositions) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_11] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Pronouns) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_12] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Pronouns) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_13] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Numerals) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_14] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Numerals) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_15] Convert the TRmorph Turkish analyser into HFST format,Convert the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Other) from the SFST formalism into the <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
[1_16] Check conversion of the TRmorph Turkish analyser into HFST format,Manually check the conversion of the <a href=""http://www.let.rug.nl/coltekin/trmorph/"">TRmorph Turkish morphological analyser</a> (Other) into <a href=""http://wiki.apertium.org/wiki/HFST"">HFST</a> format. ,120,"ggrossi,jnw,ftyers",Hard,Code,"Turkish,hfst,linguistics,morphology,python,perl,nlp,mt,machine translation"
